"../IndividualProject/jsob/samples/badstuff/malwareforum//029a3348cf5096d1b63b387f3f2728c9":0,5,2,5,22,30,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//02ef70607de12d34d142c99bc14c12f3":0,2,0,0,0,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//037ab0fd8b245bad3c2e6be84a2a418b":0,1,0,2,1,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//06a41e4df3155102a3eb2d4136b5a5cf":0,2,0,0,0,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0a3ef2bf05def2f42ff694fc44f906c2":0,1,0,1,0,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0a7ac8193b6eb1e4fd319ccab5f720c7":0,2,0,0,0,11,0,1,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0af1a6b15a56a5ae5ae3598b8175114f":0,0,0,1,1,0,0,0,1
"../IndividualProject/jsob/samples/badstuff/malwareforum//0ca92226882140786d1878b34b2f255a":0,7,0,1,1,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0cefdb14c20e044ad49e4117295c9df7":0,1,0,0,0,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0d4d6b4a5071a000bfdc641c79458e18":0,1,0,2,1,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0d6e587ac0369171f49e4c0b73793cc0":0,3,10,8,34,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0d95be03f333f4498bc3e97c8eba8a4b":0,2,0,0,0,0,0,0,0
"../IndividualProject/jsob/samples/badstuff/malwareforum//0e3448346753687cf25ac6d8b13475e7":0,1,0,0,0,0,0,0,1
"../IndividualProject/jsob/samples/badstuff/malwareforum//1096192ea5637c38d4b18e4f163362b8":0,7,38,14,25,23,0,3,0
